Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDV46,OUT045,1402.31
FDQ44,OUT049,2337.42
NCD42,OUT046,772.395
DRH37,OUT046,2417.92
FDR10,OUT018,2102.46
NCD06,OUT027,1696.13
FDI53,OUT046,2278.83
FDG16,OUT035,4123.77
DRB25,OUT046,1688.67
FDY09,OUT046,2343.02
FDX48,OUT045,2660.74
FDC03,OUT010,394.62
FDT47,OUT035,2107.72
FDW44,OUT027,4215.71
FDT24,OUT017,1361.69
FDT12,OUT019,639.967
NCS38,OUT035,1771.56
FDO39,OUT035,3428.94
FDA13,OUT046,665.8
FDO48,OUT035,4435.63
DRJ01,OUT017,1697.26
FDD53,OUT018,270.182
NCT05,OUT049,5149.7
FDQ51,OUT045,725.522
FDU60,OUT013,3688.8
FDC59,OUT046,873.663
FDP36,OUT035,1164.35
NCM19,OUT017,1867.17
FDL16,OUT035,743.965
FDE50,OUT018,3239.85
NCR18,OUT013,682.512
NCD30,OUT035,2067.18
FDH31,OUT013,1371.55
FDD56,OUT019,695.628
FDC47,OUT049,3823.62
FDZ21,OUT045,2107.66
FDM01,OUT049,1600.98
FDF24,OUT013,1149.1
FDW23,OUT017,738.639
FDY52,OUT018,917.273
DRH37,OUT027,4047.07
DRO47,OUT027,2851.36
FDR25,OUT049,6357.52
FDQ24,OUT027,5113.61
DRJ51,OUT018,3389.32
NCU06,OUT035,4327.43
NCV18,OUT018,1689.4
NCC06,OUT027,3996.6
FDZ01,OUT018,869.668
FDT14,OUT017,2682.18
FDD11,OUT019,330.969
FDN09,OUT017,4081.75
NCO18,OUT010,389.227
FDZ50,OUT045,3069.07
FDS44,OUT013,3807.44
FDI36,OUT045,2185.22
FDA26,OUT010,369.852
NCY53,OUT049,1756.98
FDF32,OUT049,3108.69
FDF59,OUT010,314.269
FDB20,OUT046,1310.49
DRH11,OUT035,724.324
FDT03,OUT049,1207.43
NCH06,OUT035,3668.29
FDR55,OUT049,3640.66
FDI10,OUT035,2473.51
FDZ12,OUT045,2364.12
FDM12,OUT049,3257.16
DRB25,OUT045,1653.65
NCS41,OUT013,3768.56
NCT53,OUT049,2872.59
NCD55,OUT013,623.588
FDY08,OUT049,2078.56
NCP55,OUT049,797.795
FDA33,OUT013,2289.75
FDQ33,OUT013,2595.49
FDE45,OUT027,5044.43
FDT26,OUT013,1841.07
NCV53,OUT049,5860.24
FDK60,OUT027,3240.78
NCJ29,OUT046,1291.79
FDI15,OUT045,5965.37
FDX21,OUT013,2123.77
FDV49,OUT019,677.451
DRO59,OUT046,1436
FDZ14,OUT045,1279.67
FDP32,OUT027,4615.99
FDC33,OUT017,3104.56
FDT14,OUT010,245.487
NCN54,OUT027,2465.92
FDR57,OUT027,3686.87
DRK12,OUT046,442.025
FDX52,OUT049,2782.44
FDX08,OUT010,287.825
FDP10,OUT010,189.487
NCP50,OUT045,1111.55
NCL06,OUT013,4608.13
FDP25,OUT013,3612.56
FDE53,OUT013,800.025
FDL27,OUT017,942.506
FDC35,OUT049,2699.75
DRJ47,OUT010,465.261
FDD16,OUT018,1211.02
NCN42,OUT049,2537.7
FDC38,OUT027,3196.71
NCO07,OUT045,2488.29
FDQ20,OUT049,540.164
FDI32,OUT046,1801.26
FDN20,OUT010,392.423
DRJ51,OUT027,7694.38
FDU08,OUT045,1675.89
DRN37,OUT019,522.869
FDD05,OUT010,292.925
FDW15,OUT046,1871.9
FDI52,OUT046,1781.61
DRM11,OUT049,3738.8
NCO06,OUT045,621.458
FDU38,OUT049,4548.68
FDU59,OUT018,2718.13
FDJ10,OUT046,1925.89
FDM13,OUT049,1942.27
NCJ30,OUT019,236.775
FDM45,OUT018,2240.02
FDP36,OUT045,867.604
NCD30,OUT010,189.897
FDN48,OUT017,1868.97
FDY32,OUT049,3193.31
FDU47,OUT046,2351.94
FDF17,OUT019,632.643
FDP34,OUT017,3129.13
FDA47,OUT049,3416.49
DRD27,OUT027,2600.35
FDW38,OUT045,732.38
FDZ15,OUT019,440.027
FDZ03,OUT027,5919.83
NCN19,OUT049,3031.92
FDG02,OUT035,2392.75
FDS31,OUT035,3589.66
FDW43,OUT019,444.821
FDZ47,OUT010,218.898
FDO57,OUT017,2091.29
NCL07,OUT013,539.431
NCV42,OUT013,1809.51
FDP40,OUT017,1710.77
FDP48,OUT019,1170.14
FDH21,OUT017,2138.75
NCP02,OUT049,865.939
FDK24,OUT049,1293.25
FDC41,OUT045,1563.7
FDF08,OUT017,1103.1
FDO49,OUT017,695.428
FDS56,OUT027,7579.27
FDX46,OUT018,772.528
FDQ07,OUT013,3643.79
FDC32,OUT010,200.006
FDT21,OUT019,522.453
FDG58,OUT045,2529.31
FDW14,OUT049,1166.48
DRA12,OUT027,2921.26
FDV27,OUT013,809.679
DRD25,OUT013,2025.3
DRF48,OUT027,5341.38
FDX24,OUT017,1979.42
DRJ51,OUT046,2330.9
FDE45,OUT045,3819.1
FDE14,OUT046,1664.77
FDG53,OUT045,1649.45
FDT08,OUT046,2498.95
DRC27,OUT027,5147.7
FDG20,OUT035,2822.39
FDC21,OUT046,1503.04
FDV31,OUT018,2259.53
FDB58,OUT045,2125.03
FDV23,OUT046,1781.95
FDA25,OUT019,198.641
FDC15,OUT046,2653.95
FDU47,OUT049,2433.43
FDE23,OUT013,978.46
FDS08,OUT013,2395.95
FDW03,OUT027,2786.51
FDJ60,OUT018,2164.25
FDM34,OUT017,1598.05
FDW33,OUT013,1729.42
FDZ40,OUT013,886.979
FDE33,OUT018,1061.02
NCC06,OUT010,297.729
FDU11,OUT046,1482.07
FDL44,OUT017,2678.65
NCZ29,OUT017,1794.33
FDG28,OUT010,802.422
FDL12,OUT018,1147.57
FDD52,OUT017,2406.47
FDO15,OUT013,1394.98
NCN29,OUT027,1807.31
FDW36,OUT013,1209.29
FDB21,OUT046,3522.22
FDZ28,OUT013,1595.46
FDY10,OUT035,2042.74
DRG39,OUT017,774.259
FDN28,OUT013,1216.42
FDV15,OUT035,1717.5
DRI13,OUT035,4220.17
FDH20,OUT046,1662.17
FDY51,OUT013,4086.01
FDE16,OUT013,4246.01
FDX40,OUT018,492.359
FDC48,OUT018,967.873
FDS14,OUT046,1945.6
FDX56,OUT017,4261.32
FDI10,OUT046,2771.93
FDI14,OUT013,2234.23
DRM48,OUT013,750.024
NCH07,OUT027,4378.3
FDY26,OUT013,4929.78
FDD02,OUT027,2634.77
FDM12,OUT046,2340.35
DRF01,OUT010,382.89
FDV36,OUT046,2971
DRI59,OUT013,3564.23
FDV03,OUT018,1825.76
FDO39,OUT017,3322.61
NCB07,OUT018,2761.21
FDH38,OUT027,2002.73
FDZ13,OUT035,824.061
NCZ30,OUT046,2194.94
NCA06,OUT035,761.808
FDB04,OUT049,1354.64
FDN50,OUT013,1282.53
NCG06,OUT049,3607.84
NCY17,OUT018,461.599
FDC23,OUT046,2463.39
FDK33,OUT049,3704.18
FDR03,OUT049,3639
FDZ07,OUT045,1042.18
FDO38,OUT013,1170.61
FDS59,OUT046,1886.48
DRM11,OUT019,416.391
FDX52,OUT027,4525.84
DRJ35,OUT018,731.847
NCP53,OUT046,4171.5
FDW15,OUT019,395.885
DRI47,OUT045,2521.18
DRZ11,OUT035,2090.75
FDS02,OUT013,3114.55
DRD49,OUT018,4248.4
FDW38,OUT049,1054.83
FDR21,OUT019,248.41
FDE40,OUT013,1079.06
FDI02,OUT045,2017.77
FDQ04,OUT045,976.862
FDY14,OUT017,4525.18
NCT54,OUT046,1280.27
DRD25,OUT017,2002.93
DRE01,OUT045,4063.04
FDJ12,OUT010,572.322
NCZ05,OUT049,1513.16
DRB25,OUT019,163.887
NCC31,OUT045,2152.93
FDM16,OUT045,1338.86
DRG11,OUT049,1902.52
FDV24,OUT027,3853.18
FDV43,OUT046,632.111
FDG05,OUT018,2175.9
FDV23,OUT010,276.751
FDI58,OUT018,1477.68
FDQ11,OUT017,5773.55
FDC05,OUT027,5474.07
FDF40,OUT013,3914.9
FDU02,OUT018,3205.36
FDT32,OUT013,2734.17
NCF06,OUT017,4340.68
FDT46,OUT013,905.288
FDR58,OUT010,220.513
FDY04,OUT046,2066.78
FDT58,OUT045,2292.42
FDE46,OUT049,2163.32
DRH11,OUT017,472.785
DRI51,OUT046,2433.03
FDC35,OUT017,2762.67
FDP45,OUT035,3747.99
FDC45,OUT017,3949.66
FDU01,OUT045,2602.21
FDJ53,OUT010,216.485
FDJ46,OUT017,3028.26
FDX07,OUT013,3666.56
NCI30,OUT049,3398.91
FDE47,OUT027,3085.52
FDV48,OUT045,1094.51
FDN16,OUT019,273.777
FDM52,OUT013,2621.19
FDA32,OUT027,5144.9
FDH05,OUT017,3721.62
FDW25,OUT010,292.752
FDQ09,OUT046,2412.79
NCM17,OUT010,76.2341
DRM59,OUT046,1912.78
FDV47,OUT027,2791.43
DRE15,OUT035,1214.89
FDS25,OUT010,138.952
NCZ05,OUT018,1723.22
NCV05,OUT019,311.661
DRM37,OUT046,4955.88
FDV58,OUT027,5568.68
FDN22,OUT027,8220.3
NCO06,OUT049,455.008
FDT56,OUT019,206.797
FDM02,OUT013,1083.86
FDA09,OUT046,2148.74
NCC06,OUT035,3117.41
NCL54,OUT049,2321.91
NCB55,OUT017,1041.71
FDB12,OUT017,1948
NCA54,OUT049,3382.06
NCS38,OUT049,2430.37
FDC02,OUT049,5372.14
FDK44,OUT019,388.747
FDE16,OUT035,4823.65
NCS05,OUT035,2275.9
FDZ59,OUT045,3395.25
FDI20,OUT017,4225.3
FDQ14,OUT046,2678.91
FDF53,OUT017,3987.41
FDW25,OUT017,1570.56
NCQ43,OUT010,241.552
FDX52,OUT013,2521.78
FDE28,OUT045,3548.98
FDN15,OUT017,1783.68
FDO28,OUT017,1613.9
FDQ33,OUT045,2346.88
FDM22,OUT010,146.476
FDJ03,OUT017,569.259
FDI16,OUT045,890.84
FDI09,OUT027,7333.19
FDX55,OUT013,4463.99
FDS23,OUT027,3622.42
DRC12,OUT045,2525.18
FDH41,OUT049,4738.96
FDN01,OUT013,2487.36
FDV55,OUT045,2564.99
NCJ19,OUT013,721.394
NCY29,OUT010,183.095
FDP03,OUT018,1836.54
FDZ52,OUT045,1420.42
FDH31,OUT010,162.722
FDQ19,OUT018,2789.3
FDS15,OUT035,2262.99
FDN32,OUT017,3372.74
FDH32,OUT049,1807.91
FDF33,OUT017,2040.94
FDJ22,OUT046,2628.51
FDG56,OUT010,147.641
FDC05,OUT046,3336.99
FDK09,OUT013,5065.81
NCV29,OUT045,2445.08
NCC43,OUT019,629.514
NCA42,OUT049,2588.1
FDC10,OUT046,1922.03
FDC16,OUT013,1224.61
NCL17,OUT013,3179.66
FDA51,OUT035,1992.61
FDW01,OUT017,2592.49
NCF30,OUT045,1669.16
FDN49,OUT013,615.199
FDY20,OUT045,1476.28
FDC15,OUT045,2364.19
FDY24,OUT046,1333.66
NCG43,OUT017,1589.8
FDA48,OUT013,3664.83
NCF55,OUT017,615.332
FDL38,OUT049,1506.24
NCQ29,OUT018,2861.81
FDC34,OUT017,3195.11
FDP36,OUT027,1321.81
FDN50,OUT010,164.785
FDO23,OUT049,1485.53
FDT56,OUT013,661.139
FDT13,OUT027,4361.99
FDZ03,OUT013,3511.16
FDQ03,OUT010,482.439
FDU44,OUT045,3277
FDD03,OUT049,3885.54
NCH30,OUT013,1285.19
FDS60,OUT010,412.929
FDG08,OUT046,3972.5
FDX38,OUT017,871.865
FDD22,OUT017,2220.84
FDW51,OUT013,3829.95
FDL09,OUT017,2416.32
FDZ60,OUT045,2002.33
NCH07,OUT046,3269.61
NCQ41,OUT049,3267.08
FDW04,OUT049,1687.6
FDI08,OUT027,5491.92
FDR19,OUT019,305.07
FDV13,OUT046,1477.34
FDB52,OUT017,3434.93
FDZ48,OUT027,2919.53
NCO14,OUT049,872.997
FDZ50,OUT013,3812.64
FDN27,OUT019,239.355
FDQ60,OUT013,2225.1
FDR49,OUT017,815.006
DRJ35,OUT027,1497.32
DRI49,OUT017,1459.9
FDB47,OUT017,3505.9
FDP37,OUT010,350.011
FDR26,OUT049,1763.37
FDY31,OUT019,473.251
FDC11,OUT045,1346.11
DRP47,OUT035,4903.35
NCY54,OUT018,2473.78
FDR27,OUT046,2524.91
FDQ21,OUT019,216.943
NCQ29,OUT035,3644.46
FDJ02,OUT046,2554.67
FDE21,OUT018,1740.73
FDM39,OUT046,3475.08
FDZ01,OUT017,2163.18
NCB19,OUT018,1301.64
FDU03,OUT046,2204.26
FDP27,OUT049,3279.53
DRF01,OUT045,2828.85
FDM03,OUT049,1631.94
FDV01,OUT046,2830.12
FDS16,OUT046,3282.26
FDO45,OUT035,1660.9
NCX06,OUT035,3208.76
FDP13,OUT046,631.977
NCR38,OUT018,5179.86
FDA01,OUT013,547.154
FDT26,OUT017,1389.26
FDD44,OUT027,7518.28
FDB26,OUT013,866.406
FDP45,OUT019,655.48
NCP55,OUT046,1164.62
FDT23,OUT017,1077.93
FDO51,OUT045,700.555
FDA44,OUT046,789.04
NCJ31,OUT018,3761.1
FDX37,OUT045,1426.48
NCD18,OUT049,3238.45
FDN40,OUT027,3507.5
FDL33,OUT017,3039.18
DRF48,OUT035,3142.18
FDW08,OUT035,1125.34
FDX39,OUT018,2536.96
FDB38,OUT049,3483.67
FDY46,OUT018,3677.68
NCB06,OUT049,2816.2
FDA34,OUT035,3585.93
FDA35,OUT045,2486.36
FDQ07,OUT035,3830.55
FDU32,OUT045,2116.64
FDU26,OUT013,1465.36
FDU13,OUT010,428.575
FDO09,OUT035,4163.78
FDW03,OUT019,143.258
FDB38,OUT013,2529.91
FDL26,OUT010,186.89
NCN43,OUT045,1604.78
FDH08,OUT045,3163.42
NCC31,OUT019,406.87
FDH14,OUT035,2168.51
FDL40,OUT017,1297.64
FDD20,OUT035,2344.08
NCV53,OUT035,4165.71
FDD16,OUT045,1041.51
FDP24,OUT035,2161.59
FDQ25,OUT045,2774.99
FDM38,OUT035,817.935
NCT18,OUT010,324.684
FDM34,OUT049,1767.97
DRH37,OUT010,252.782
NCE07,OUT013,1930.82
FDG12,OUT013,1972.57
FDB59,OUT010,732.447
FDS10,OUT018,3068.81
FDN21,OUT010,486.3
FDM02,OUT045,1361.96
FDO44,OUT049,2008.19
NCN17,OUT017,1778.88
FDH16,OUT018,1732.68
FDL44,OUT046,2445.42
FDY47,OUT017,1239.79
DRI39,OUT046,981.855
NCX54,OUT018,1469.22
FDE59,OUT046,652.351
FDO46,OUT045,2833.11
DRE13,OUT046,1329.67
FDW14,OUT013,777.788
FDF35,OUT046,1247.84
FDO50,OUT019,365.924
DRF49,OUT017,1936.68
FDT60,OUT049,2774.85
FDP38,OUT045,731.914
FDA31,OUT027,5028.72
FDY52,OUT010,89.883
FDD03,OUT027,7549.84
FDN52,OUT018,1264.02
FDU20,OUT010,296.494
FDD22,OUT035,1488.8
NCB55,OUT019,207.996
FDN27,OUT045,2193.01
FDD16,OUT013,1541.39
FDW48,OUT046,866.206
DRN35,OUT045,553.48
FDX25,OUT049,4188.55
DRD49,OUT049,4195.94
FDE21,OUT019,335.164
FDN44,OUT035,3806.64
DRC01,OUT049,1014.15
NCK30,OUT046,3967.77
FDU39,OUT013,716.467
FDB49,OUT013,1273.61
FDS12,OUT045,2342.42
FDR57,OUT018,2810.08
FDX22,OUT027,7304.89
FDC60,OUT013,1433
NCE42,OUT049,3140.84
NCK42,OUT049,4222.57
DRE01,OUT017,3014.54
FDE57,OUT018,1240.19
DRK59,OUT019,678.583
FDB10,OUT027,4327.5
FDQ25,OUT046,2368.98
FDY26,OUT017,6593.28
FDG28,OUT049,3358.3
FDM14,OUT049,1365.16
NCH29,OUT049,1745.53
FDD48,OUT049,2579.78
FDC17,OUT045,3325.54
DRH49,OUT027,2578.24
FDN44,OUT018,2026.16
FDC29,OUT045,1440.13
DRK01,OUT019,316.122
FDD48,OUT017,2351.74
FDB59,OUT013,3236.99
FDY45,OUT010,672.525
FDX60,OUT035,1568.49
FDT09,OUT010,295.282
DRB24,OUT018,2162.12
FDL13,OUT035,3907.25
FDN16,OUT035,1790.87
FDK57,OUT013,2014.91
FDO22,OUT027,2738.04
FDC57,OUT010,358.4
FDZ13,OUT027,2093.87
FDW27,OUT013,2411.99
FDX10,OUT049,644.894
FDY08,OUT018,1881.82
FDA49,OUT017,658.809
FDC32,OUT018,1270.55
FDO04,OUT035,890.674
NCZ54,OUT013,1580.74
FDY40,OUT045,755.816
FDW36,OUT045,806.084
FDE11,OUT017,3022.87
DRE37,OUT045,3114.95
NCK19,OUT017,4203.79
FDT19,OUT035,3245.31
FDE56,OUT045,1449.05
FDZ57,OUT010,263.39
FDB35,OUT035,1699.85
FDF09,OUT010,94.011
FDO34,OUT046,3634.74
FDA55,OUT046,5310.35
NCM18,OUT035,1718.03
FDJ20,OUT019,148.34
DRQ35,OUT019,358.578
FDG02,OUT013,2999.63
NCU29,OUT018,2543.89
FDL27,OUT027,1484.4
NCA54,OUT035,2696.69
FDJ32,OUT035,915.142
FDB21,OUT019,571.989
FDR46,OUT035,2832.58
FDZ32,OUT046,1628.01
DRF36,OUT017,3669.56
NCU54,OUT017,4487.43
NCI31,OUT017,664.335
DRA59,OUT035,2441.22
NCC55,OUT045,821.531
FDE44,OUT018,467.258
NCN26,OUT018,1727.02
FDC11,OUT049,959.151
FDV24,OUT035,1594.32
FDR40,OUT019,279.237
NCQ17,OUT049,3251.57
FDC46,OUT045,2865
NCM18,OUT046,1488.93
FDK16,OUT046,958.486
FDI28,OUT017,1340.26
FDS11,OUT018,3513.56
DRD13,OUT046,993.24
FDL36,OUT035,1563.03
FDI27,OUT013,702.219
FDJ53,OUT019,175.424
FDS44,OUT045,4445.41
FDE28,OUT046,3246.44
FDQ33,OUT018,2458.07
FDB37,OUT017,5042.3
FDQ31,OUT045,1608.97
NCQ05,OUT046,2526.05
FDE10,OUT013,2439.03
FDF38,OUT017,684.243
FDE50,OUT019,632.377
DRG37,OUT010,481.041
NCH06,OUT049,3311.49
FDY14,OUT045,5098.63
FDO27,OUT017,2422.71
FDQ19,OUT049,4389.42
FDZ26,OUT019,695.362
FDN51,OUT013,5507.36
FDK20,OUT035,2110.72
FDD40,OUT018,2539.29
DRI25,OUT018,873.596
FDH56,OUT017,1669.03
FDI36,OUT027,4958.81
DRH11,OUT018,607.942
NCV18,OUT017,1966.24
DRI01,OUT049,2930.12
DRE48,OUT049,1788.47
FDS51,OUT035,946.235
FDM38,OUT017,854.355
FDB60,OUT027,4586.9
FDY58,OUT035,5352.63
FDY22,OUT045,2008.79
FDF11,OUT027,5427.54
FDZ51,OUT035,1011.02
FDQ45,OUT017,2921.4
FDF17,OUT035,2827.39
NCF31,OUT027,2963.28
FDA37,OUT013,1817.5
FDO51,OUT046,730.183
FDF34,OUT013,2588.3
FDD57,OUT018,1528.74
FDO37,OUT046,5313.35
FDR49,OUT049,806.417
FDS39,OUT049,1531.74
FDI48,OUT027,1511.43
DRM35,OUT049,3501.31
FDV57,OUT035,2710.8
FDZ55,OUT013,2484.7
FDI28,OUT035,1812.44
FDS21,OUT045,782.714
FDT34,OUT013,1495.52
DRI25,OUT035,1047.5
FDT47,OUT010,209.505
DRH39,OUT045,1356.3
NCD54,OUT045,2012.4
FDU16,OUT027,2404.47
NCW29,OUT045,2580.84
FDV25,OUT027,6550.21
FDM56,OUT035,1030.06
FDZ04,OUT027,1903.79
FDG59,OUT019,55.5444
FDI56,OUT045,1533.6
FDS33,OUT035,1494.92
FDC23,OUT049,2883.18
FDT11,OUT049,2713.33
FDG17,OUT045,4701.48
FDZ44,OUT045,1952.26
FDJ52,OUT013,2338.29
DRI23,OUT046,2860.21
DRE15,OUT010,174.639
NCF07,OUT013,1356.5
NCR29,OUT049,638.436
FDE44,OUT019,113.519
FDT23,OUT035,2047.34
NCG06,OUT017,3597.05
NCU41,OUT010,554.012
FDH46,OUT017,1741.4
FDV31,OUT013,3186.52
NCT41,OUT027,6248.07
FDE22,OUT027,3654.11
FDC26,OUT045,1588.33
DRF51,OUT017,656.412
NCY53,OUT019,162.349
FDY21,OUT017,4324.57
FDL27,OUT013,1431.87
FDZ34,OUT049,3964.91
NCF43,OUT010,375.911
FDC21,OUT035,1940.67
FDL26,OUT013,2242.01
FDT25,OUT010,241.036
NCR30,OUT046,1202.83
DRL23,OUT019,245.947
NCR05,OUT049,2824.52
NCE19,OUT018,856.086
FDY07,OUT035,626.185
FDB10,OUT017,4052.66
FDP57,OUT013,1400.91
FDU48,OUT019,291.287
FDH48,OUT035,841.039
FDO33,OUT035,2537.03
NCU29,OUT045,1330.73
FDW35,OUT046,673.124
FDH05,OUT010,367.721
FDP26,OUT049,1696.52
DRG27,OUT035,667.997
FDQ33,OUT046,2790.37
FDH20,OUT010,187.622
FDV14,OUT046,1212.02
DRD01,OUT046,971.202
NCI17,OUT049,1487
FDF39,OUT010,955.223
FDX37,OUT046,1191.78
NCX17,OUT035,3159.42
FDN03,OUT013,5513.96
NCS41,OUT010,278.97
FDH34,OUT045,3357.1
NCX53,OUT018,1989.61
FDY31,OUT046,2298.01
FDD20,OUT017,1838.94
FDE51,OUT045,798.494
FDV27,OUT046,1508.45
FDF16,OUT035,3167.81
FDZ02,OUT049,1308.5
NCK05,OUT045,1171.81
FDM12,OUT027,4478.17
NCA05,OUT018,2482.3
FDX33,OUT045,1887.61
FDM25,OUT049,3046.97
FDE41,OUT018,1476.15
FDW14,OUT045,1211.62
NCD30,OUT046,1717.7
FDB23,OUT010,849.761
FDF45,OUT046,1173.87
FDW20,OUT017,2346.48
FDF47,OUT045,2395.22
NCR05,OUT019,681.69
DRB01,OUT046,4236.29
FDE36,OUT013,3581.4
FDU56,OUT049,2746.03
FDB23,OUT049,3121.2
FDN48,OUT049,1577.75
FDS43,OUT013,2266.58
NCN05,OUT013,3069.74
NCL53,OUT049,1343.25
FDL56,OUT046,1623.09
FDH17,OUT018,1744.13
FDP37,OUT046,2288.22
FDG09,OUT019,541.162
FDA55,OUT045,5238.78
FDX31,OUT049,3990.67
FDJ41,OUT045,3111.42
DRC24,OUT045,2768
FDQ21,OUT035,2212.92
NCT54,OUT045,955.157
FDH08,OUT049,5799.32
FDY38,OUT018,4002.72
DRM11,OUT010,278.726
FDG32,OUT049,3084.65
NCH18,OUT046,3098.37
FDI20,OUT035,5109.28
FDA33,OUT018,2752.42
FDN45,OUT013,2949.56
FDT45,OUT010,190.419
FDR32,OUT035,3388.99
FDA48,OUT017,4563.26
FDN23,OUT017,2693.83
NCR18,OUT035,700.288
FDD45,OUT046,1358.17
FDI22,OUT018,4042.67
FDT09,OUT013,2079.63
DRC24,OUT027,4286.42
FDT39,OUT046,1851.06
FDX28,OUT045,1527.21
FDA50,OUT018,1261.89
FDT33,OUT027,4569.92
FDQ60,OUT049,1869.5
NCM19,OUT018,1581.21
FDF40,OUT046,3221.14
NCI30,OUT035,3559.7
FDK34,OUT049,4192.68
FDA38,OUT027,5558.36
FDT02,OUT045,637.504
FDC11,OUT017,915.342
FDD08,OUT046,746.295
NCS29,OUT046,5034.91
DRI03,OUT010,635.04
FDK48,OUT035,1186.19
FDM52,OUT049,2564.6
FDP49,OUT035,995.105
DRA24,OUT046,2070.84
NCJ43,OUT049,2652.81
FDE11,OUT045,2822.39
FDP01,OUT049,1683.41
FDQ59,OUT018,1032.79
FDA43,OUT019,427.044
FDL14,OUT017,2500.21
FDV50,OUT010,257.731
FDT01,OUT027,6452.93
NCC42,OUT035,2430.84
FDO28,OUT046,1051.03
FDD32,OUT019,160.058
FDV45,OUT035,3399.91
NCW17,OUT019,329.504
NCJ17,OUT027,2414.46
NCF18,OUT049,3256.43
FDP01,OUT045,1909.13
FDH24,OUT045,2692.89
FDI38,OUT027,6210.05
FDX03,OUT035,441.492
FDY28,OUT046,2468.92
FDN34,OUT018,2921.53
FDJ02,OUT045,2694.83
FDW40,OUT019,281.389
FDX03,OUT017,769.798
FDE17,OUT027,3073.53
FDT58,OUT046,2575.11
FDI38,OUT013,3203.76
FDW22,OUT035,3539.06
FDS15,OUT027,3607.7
NCX06,OUT013,3026.13
DRK47,OUT035,3640.06
FDC23,OUT027,5021.73
FDM56,OUT010,183.288
FDP21,OUT046,3049.63
FDP58,OUT046,2844.63
FDA27,OUT019,662.238
FDK41,OUT019,345.484
NCH42,OUT046,4388.15
FDG29,OUT045,572.255
FDW15,OUT018,2157.72
FDD28,OUT018,840.772
FDQ37,OUT049,3787
FDC23,OUT035,3466.42
FDV13,OUT035,1373.61
FDK33,OUT046,5340.12
FDO33,OUT013,2353.34
FDN21,OUT017,2394.28
NCW06,OUT027,6033.75
FDI38,OUT035,3893.4
FDC21,OUT027,2626.05
NCS05,OUT046,2412.59
NCN53,OUT049,552.081
FDV40,OUT010,165.651
FDG60,OUT017,5278.93
NCY30,OUT027,5750.31
FDM40,OUT045,2004.26
NCO30,OUT046,3485.8
FDK10,OUT046,3149.17
FDM36,OUT045,2611.6
FDN10,OUT013,1784.41
FDM46,OUT018,1428.27
FDX50,OUT049,1686.54
FDP33,OUT045,4558.53
FDO12,OUT045,2475.84
FDC28,OUT013,1983.09
FDO31,OUT045,996.17
FDX45,OUT035,3625.88
FDV21,OUT049,2164.98
FDH04,OUT049,1210.16
NCG54,OUT013,1847
FDO13,OUT046,1862.31
FDA09,OUT027,5287.38
FDC38,OUT017,1986.55
NCO42,OUT046,1440.59
FDL45,OUT049,2201.93
NCK31,OUT013,1093.84
FDM39,OUT017,3794.79
FDC22,OUT010,485.102
FDF46,OUT046,1433.8
FDQ37,OUT045,4155.19
FDH41,OUT010,446.419
FDQ04,OUT046,698.691
NCQ02,OUT027,5170.47
FDJ57,OUT027,5264.68
NCE07,OUT049,1894.53
FDE56,OUT013,1210.16
FDI20,OUT049,4224.17
FDK36,OUT018,555.943
FDP08,OUT027,6565.79
FDF44,OUT017,2400.41
NCU53,OUT017,1826.16
FDF47,OUT035,3138.12
FDS55,OUT010,360.864
FDZ52,OUT010,221.778
FDL04,OUT018,1774.96
NCM26,OUT035,2248.07
FDX43,OUT049,2952.42
FDP52,OUT049,5484.53
DRK49,OUT045,477.046
FDE38,OUT013,2584.17
DRF13,OUT035,2444.09
FDK41,OUT010,155.997
FDJ04,OUT027,2716.06
FDZ44,OUT018,1947.2
FDS11,OUT013,3625.68
FDA55,OUT049,4197.6
NCW53,OUT046,3882.35
FDB49,OUT027,2456.87
FDD23,OUT017,2322.78
NCV42,OUT045,1884.35
NCZ29,OUT018,2053.13
FDQ26,OUT013,683.91
FDV08,OUT017,626.518
FDC53,OUT049,1765.77
FDV58,OUT010,497.508
NCP02,OUT019,132.228
DRI37,OUT045,863.276
FDQ12,OUT049,4635.43
FDE33,OUT046,1744.93
FDX27,OUT045,1914.44
FDM22,OUT017,846.631
NCH30,OUT019,203.395
FDC04,OUT017,3439.79
FDO38,OUT046,1024.53
FDV52,OUT027,2968.87
FDB32,OUT013,1494.25
FDV43,OUT018,561.07
FDI24,OUT018,2344.55
FDR40,OUT017,1171.08
FDW02,OUT049,2781.78
FDE44,OUT049,915.808
FDL38,OUT046,1643.93
NCT54,OUT010,134.558
DRJ39,OUT010,614.267
FDW55,OUT049,4496.61
DRF13,OUT019,236.47
NCW17,OUT049,2476.18
FDP13,OUT035,741.169
FDS08,OUT018,2756.68
NCP17,OUT035,1151.04
NCO53,OUT035,1908.85
FDH19,OUT045,2607.41
FDJ04,OUT017,2366.32
FDG10,OUT049,680.781
FDA40,OUT010,190.552
FDI53,OUT045,2344.68
FDU09,OUT010,201.338
FDK60,OUT045,1499.91
FDR43,OUT017,604.48
FDW22,OUT017,3349.77
DRP47,OUT010,701.021
DRG48,OUT010,715.003
FDA14,OUT035,2261.46
FDU49,OUT013,1626.68
FDK28,OUT045,4152.99
FDT19,OUT046,3027.53
